Organization,Category,Street Address,City,State,Zip Code,Latitude,Longitude,Phone Number,Status,Free Services,Paid Services,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
Youth Outpatient Treatment (The Los Angeles Centers for Alcohol and Drug Abuse (L.A. CADA)),Mental Health,"11015 Bloomfield Avenue, Santa Fe Springs",Los Angeles,CA,90670,33.9310615,-118.0644709,209-643-0729,Open,,"addiction & recovery, outpatient treatment, drug testing, substance abuse counseling, health education, group therapy, family counseling, individual counseling, case management",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Whittier Public Health Center Wellness Community (Los Angeles County Department of Public Health),Mental Health,"7643 Painter Avenue, Whittier",Los Angeles,CA,90602,33.9722226,-118.0331319,562-464-5373,Open,"addiction & recovery, substance abuse counseling, health education, understand mental health, support groups, virtual support",,12:00 PM - 19:00 PM,12:00 PM - 19:00 PM,12:00 PM - 19:00 PM,12:00 PM - 21:30 PM,12:00 PM - 19:00 PM,Closed,Closed
Disruptive Therapy (Good Enough Therapist (GET)),Mental Health,959 Indiana Avenue,Los Angeles,CA,90291,34.0009052,-118.4627622,,Open,,"mental health care, counseling",12:00 PM - 21:00 PM,12:00 PM - 21:00 PM,12:00 PM - 21:00 PM,12:00 PM - 21:00 PM,12:00 PM - 21:00 PM,Closed,Closed
"Angel Step Too (Southern California Alcohol and Drug Programs, Inc. (SCADP))",Mental Health,"16314 Cornuta Avenue, Bellflower",Los Angeles,CA,90706,33.88573,-118.1196632,562-461-9272,Open,,"transportation, addiction & recovery, residential treatment, drug testing, substance abuse counseling, prevent & treat, counseling, individual counseling, support groups",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Reproductive Health Services (Westside Family Health Center),Mental Health,"1711 Ocean Park Blvd, Santa Monica",Los Angeles,CA,90405,34.0126763,-118.4665368,310-450-2191,Open,,"family planning, medical care, birth control, checkup & test, pregnancy tests, counseling, hiv treatment, specialized therapy, navigating the system, one-on-one support",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Womens Health (Westside Family Health Center),Mental Health,"1711 Ocean Park Blvd, Santa Monica",Los Angeles,CA,90405,34.0126763,-118.4665368,310-450-2191,Open,,"family planning, medical care, birth control, disease screening, pregnancy tests, counseling, hiv treatment",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Integrated Behavioral Health Programs for Healthy Living (SPIRITT Family Services),Mental Health,,Los Angeles,CA,,,,562-903-7000,Open,,"outpatient treatment, substance abuse counseling, counseling, group therapy, family counseling, individual counseling, mental health evaluation, community support services",12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,Closed,Closed
Autism Services (Achieve Beyond),Mental Health,"8135 Painter Ave, Whittier",Los Angeles,CA,90602,33.9658131,-118.0330339,718-762-7633,Open,,"daily life skills, parenting education, counseling, specialized therapy, mental health evaluation, understand mental health, special education, skills & training",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Parent Education - Anger Management (Project Impact USA),Mental Health,"2640 Industry Way Ste G, Lynwood",Los Angeles,CA,90262,33.9235196,-118.2248937,310-631-9763,Not specified,anger management,,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Substance Abuse Services (JWCH Institute Inc.),Mental Health,500 San Pedro Street,Los Angeles,CA,90013,34.0439266,-118.2438725,866-733-5924,Open,,"addiction & recovery, outpatient treatment, residential treatment, substance abuse counseling, medications for addiction, parenting education, individual counseling, case management, support network, support groups",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Behavioral Health and Specialty Mental Health Services (JWCH Institute Inc.),Mental Health,500 San Pedro Street,Los Angeles,CA,90013,34.0439266,-118.2438725,866-733-5924,Open,,"mental health care, counseling, psychiatric emergency services, understand mental health, navigating the system",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
"Recovery Services- Los Angeles Mission Rehabilitation Program for Men (Los Angeles Mission, Inc)",Mental Health,303 East 5th St.,Los Angeles,CA,90013,34.045086,-118.245083,213-629-1227,Open,,"addiction & recovery, residential treatment",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Neighborhood Sing (Urban Voices Project (UVP)),Mental Health,522 San Pedro Street,Los Angeles,CA,90013,34.0432489,-118.2437768,323-741-1887,Open,"understand mental health, recreation, support network, virtual support, more education",,16:00 PM - 18:00 PM,Closed,19:00 PM - 21:00 PM,16:00 PM - 18:00 PM,Closed,Closed,Closed
Music Labs (Urban Voices Project (UVP)),Mental Health,522 San Pedro Street,Los Angeles,CA,90013,34.0432489,-118.2437768,323-741-1887,Open,"understand mental health, recreation, support network, virtual support, more education",,16:00 PM - 18:00 PM,Closed,19:00 PM - 21:00 PM,16:00 PM - 18:00 PM,Closed,Closed,Closed
Medication Assisted Treatment (JWCH Institute Inc.),Mental Health,522 San Pedro Street,Los Angeles,CA,90013,34.0432489,-118.2437768,562-867-7999,Open,,"addiction & recovery, outpatient treatment, residential treatment, substance abuse counseling, medications for addiction, parenting education, individual counseling, case management, support network, support groups",10:00 AM - 21:00 PM,10:00 AM - 22:00 PM,10:00 AM - 20:00 PM,10:00 AM - 21:00 PM,10:00 AM - 21:00 PM,11:00 AM - 15:00 PM,Closed
Center for Community Health Downtown (JWCH Institute Inc.),Mental Health,522 San Pedro Street,Los Angeles,CA,90013,34.0432489,-118.2437768,866-733-5924,Open,,"substance abuse counseling, dental care, medical care, checkup & test, disease screening, prevent & treat, hiv treatment, mental health care, std/sti treatment & prevention, screening & exams",10:00 AM - 21:00 PM,10:00 AM - 22:00 PM,11:00 AM - 20:00 PM,10:00 AM - 21:00 PM,10:00 AM - 21:00 PM,11:00 AM - 15:00 PM,Closed
Counseling and Therapy (Little Tokyo Service Center (LTSC)),Mental Health,231 East 3rd Street,Los Angeles,CA,90013,34.0484039,-118.2435712,213-473-3035,Open,"counseling, family counseling, individual counseling",,12:00 PM - 19:00 PM,12:00 PM - 19:00 PM,12:00 PM - 19:00 PM,12:00 PM - 19:00 PM,12:00 PM - 19:00 PM,Closed,Closed
Pepperdine Mental Health Clinic Program (Union Rescue Mission (URM)),Mental Health,545 San Pedro St,Los Angeles,CA,90013,34.0433343,-118.2450576,213-347-63003337,Open,"mental health evaluation, mental health care, group therapy, family counseling, individual counseling",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Pepperdine Legal Aid Clinic Program (Union Rescue Mission (URM)),Mental Health,545 San Pedro Street,Los Angeles,CA,90013,34.0433448,-118.2450788,213-347-63003337,Open,"counseling, government benefits, tax preparation, interview training, advocacy & legal aid, representation",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Adolescent and Young Adult Medicine (Children's Hospital Los Angeles (CHLA)),Mental Health,5000 Sunset Boulevard,Los Angeles,CA,90027,34.0978447,-118.2986129,323-361-2153,Open,,"parenting education, primary care, checkup & test, disease screening, counseling, vaccinations, mental health care, family counseling, sexual and reproductive health, birth control, navigating the system",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Project Believe (Sunrise Community Counseling Center),Mental Health,537 South Alvarado Street,Los Angeles,CA,90057,34.0601677,-118.2748918,213-207-2770,Temporarily closed,"personal safety, disease screening, exercise & fitness, individual counseling, sexual and reproductive health",,Closed,Closed,Closed,Closed,Closed,Closed,Closed
Group Therapy for Women (The Maple Counseling Center),Mental Health,"9107 Wilshire Blvd, Beverly Hills",Los Angeles,CA,90210,34.0673963,-118.3903395,310-271-99991801,Open,,group therapy,12:00 PM - 00:00 AM,12:00 PM - 00:00 AM,12:00 PM - 00:00 AM,12:00 PM - 00:00 AM,12:00 PM - 20:00 PM,12:00 PM - 16:00 PM,Closed
Couples Counseling Program (The Maple Counseling Center),Mental Health,"9107 Wilshire Boulevard, Beverly Hills",Los Angeles,CA,90210,34.0673946,-118.3904642,310-271-9999,Open,,family counseling,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 20:00 PM,12:00 PM - 16:00 PM,Closed
Hospice Care (Promise Assisted Living),Mental Health,2140 West Olympic Boulevard,Los Angeles,CA,90006,34.0517436,-118.2809327,310-205-2591,Not specified,,"assisted living, residential treatment, hospice",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Anger Management Group (Homeless Health Care Los Angeles (HHCLA)),Mental Health,2330 Beverly Blvd,Los Angeles,CA,90057,34.0679773,-118.2738864,213-744-0724,Not specified,,anger management,11:00 AM - 22:00 PM,11:00 AM - 22:00 PM,11:00 AM - 22:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Integrated Treatment Program - Seeking Safety Group (Homeless Health Care Los Angeles (HHCLA)),Mental Health,2330 Beverly Blvd,Los Angeles,CA,90057,34.0679773,-118.2738864,213-744-0724,Not specified,,counseling,11:00 AM - 22:00 PM,11:00 AM - 22:00 PM,11:00 AM - 22:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Mental Health Care (Bienvenidos),Mental Health,,Los Angeles,CA,,,,,Open,,"counseling, mental health care, group therapy, family counseling, individual counseling, medications for mental health, mental health evaluation, understand mental health",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Individual Therapy (Loved Ones Victims Services (LOVS)),Mental Health,"5701 W Slauson Ave, Culver City",Los Angeles,CA,90230,33.9895097,-118.3811453,310-337-7006,Open,,"personal safety, bereavement",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
East Los Angeles Alcohol Council (East Los Angeles Alcohol Council),Mental Health,916 South Atlantic Boulevard,Los Angeles,CA,90022,34.0197827,-118.1572113,323-268-9344,Open,"sober living, substance abuse counseling",,12:00 PM - 22:00 PM,12:00 PM - 22:00 PM,12:00 PM - 22:00 PM,12:00 PM - 22:00 PM,Closed,Closed,Closed
Substance Abuse Counseling Services - LINKS Program (AIDS Project Los Angeles (APLA) Health),Mental Health,611 S Kingsley Dr,Los Angeles,CA,90005,34.0630501,-118.303183,213-201-1337,Open,"daily life skills, counseling, family counseling, individual counseling",,10:00 AM - 00:00 AM,10:00 AM - 01:00 AM,10:00 AM - 01:00 AM,10:00 AM - 01:00 AM,10:00 AM - 23:00 PM,Closed,Closed
"Community Counseling (Tarzana Treatment Centers, Inc. (TTC))",Mental Health,"5190 Atlantic Ave, Long Beach",Los Angeles,CA,90805,33.850816,-118.183916,888-777-8565,Open,,"sober living, detox, residential treatment, family counseling, individual counseling, sober living, detox, outpatient treatment, residential treatment, prevent & treat, hiv treatment, mental health care, family counseling, after school care",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Family Violence - Batterer's Intervention Program (Korean American Family Services (KFAM)),Mental Health,3727 West 6th Street,Los Angeles,CA,90020,34.0638745,-118.3037736,213-235-4862,Open,"help escape violence, daily life skills, counseling, anger management, support groups, skills & training",,Closed,13:00 PM - 15:00 PM,20:30 PM - 22:30 PM,Closed,Closed,Closed,Closed
Prevention and Early Intervention Services (PEI) - Stepped Care (Korean American Family Services (KFAM)),Mental Health,3727 W 6th St,Los Angeles,CA,90020,34.0638657,-118.3037835,213-389-6755,Open,,"early childhood intervention, counseling, mental health care, family counseling, individual counseling, safe housing, case management",12:00 PM - 20:30 PM,12:00 PM - 20:30 PM,12:00 PM - 20:30 PM,12:00 PM - 20:30 PM,12:00 PM - 20:30 PM,Closed,Closed
Domestic Violence Victim/Trauma Services (Korean American Family Services (KFAM)),Mental Health,3727 West 6th Street,Los Angeles,CA,90020,34.0638657,-118.3037835,888-979-3800,Open,"counseling, childcare, navigating the system, support network, one-on-one support, advocacy & legal aid",,12:00 PM - 20:30 PM,12:00 PM - 20:30 PM,12:00 PM - 20:30 PM,12:00 PM - 20:30 PM,12:00 PM - 20:30 PM,Closed,Closed
Clinical Counseling (Korean American Family Services (KFAM)),Mental Health,3727 W 6th St,Los Angeles,CA,90020,34.0638657,-118.3037835,213-389-6755,Open,"group therapy, family counseling, individual counseling",,12:00 PM - 20:30 PM,12:00 PM - 20:30 PM,12:00 PM - 20:30 PM,12:00 PM - 20:30 PM,12:00 PM - 20:30 PM,Closed,Closed
Grief Groups (Karsh Center at Wilshire Boulevard Temple),Mental Health,3750 West 6th Street,Los Angeles,CA,90020,34.0632632,-118.3044586,888-417-1444,Open,"bereavement, support network, support groups",,Closed,12:30 PM - 23:00 PM,21:30 PM - 23:00 PM,Closed,Closed,Closed,Closed
Mental Health Services (Karsh Center at Wilshire Boulevard Temple),Mental Health,3750 West 6th Street,Los Angeles,CA,90020,34.0632632,-118.3044586,213-401-4651,Open,,"mental health care, counseling, family counseling, individual counseling",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Hospice Care (Assisted Home Health & Hospice Foundation),Mental Health,3731 Wilshire Boulevard,Los Angeles,CA,90010,34.0622871,-118.3076149,800-949-6555,Open,,"end-of-life care, bereavement, hospice, pain management, personal hygiene, counseling, disease management, family counseling, individual counseling, support network",0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM,0:00 AM - 11:59 PM
DUI Offender Program (East Los Angeles Alcohol Council),Mental Health,916 S. Atlantic Blvd.,Los Angeles,CA,90022,34.02002,-118.1573805,323-268-9344,Not specified,,substance abuse counseling,12:00 PM - 22:00 PM,12:00 PM - 22:00 PM,12:00 PM - 22:00 PM,12:00 PM - 22:00 PM,12:00 PM - 22:00 PM,Closed,Closed
Treatment For addiction.Com (Treatment For addiction.Com),Mental Health,8046 Gentry Ave.,Los Angeles,CA,91605,34.217159,-118.392659,800-429-7294,Not specified,,"addiction & recovery, counseling, substance abuse counseling, mentoring",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Adult Treatment Program (South Bay Drug Abuse Coalition Inc),Mental Health,"2370 W Carson St, Torrance",Los Angeles,CA,90501,33.8306544,-118.3253921,310-328-0780,Not specified,,"outpatient treatment, safe housing, anger management, counseling, substance abuse counseling, medications for mental health",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Family Program (South Bay Drug Abuse Coalition Inc),Mental Health,"2370 W Carson St, Torrance",Los Angeles,CA,90501,33.8306544,-118.3253921,310-328-0780,Not specified,,"counseling, mental health care, group therapy, support network, support groups, parenting education, support groups",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
"Transition Age Youth Full Service Partnership (TAY FSP) (San Fernando Valley Community Mental Health Center, Inc.)",Mental Health,14535 Sherman Circle,Los Angeles,CA,91405,34.2009618,-118.4499925,818-901-4930,Not specified,residential treatment,,11:30 AM - 20:00 PM,11:30 AM - 20:00 PM,11:30 AM - 20:00 PM,11:30 AM - 20:00 PM,11:30 AM - 20:00 PM,Closed,Closed
Mental Health Services - Prevention and Early Intervention (PEI) (Ettie Lee Youth and Family Services),Mental Health,"754 E Arrow Hwy, Covina",Los Angeles,CA,91722,34.1051009,-117.8760211,909-620-2521,Not specified,,mental health care,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Therapeutic Behavioral Services (TBS) (Ettie Lee Youth and Family Services),Mental Health,"754 E Arrow Hwy, Covina",Los Angeles,CA,91722,34.1051009,-117.8760211,909-620-2521,Not specified,"physical therapy, mental health care, medications for mental health, one-on-one support",,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
Substance Abuse & Mental Health Services - Counseling Services (El Proyecto Del Barrio),Mental Health,8902 Woodman Avenue,Los Angeles,CA,91331,34.2315227,-118.437257,818-810-3500,Not specified,,"12-step, health education, daily life skills, parenting education, counseling, individual counseling, peer support",12:30 PM - 16:00 PM,12:30 PM - 16:00 PM,12:30 PM - 16:00 PM,12:30 PM - 16:00 PM,12:30 PM - 16:00 PM,12:30 PM - 16:00 PM,12:30 PM - 16:00 PM
Firm Believers In Christ (Firm Believers In Christ),Mental Health,760 Lomita Boulevard,Los Angeles,CA,90710,33.7955085,-118.2868741,310-704-5490,Not specified,,"addiction & recovery, daily life skills, anger management, group therapy, substance abuse counseling, family counseling, individual counseling, drug testing, financial education, navigating the system, one-on-one support, peer support, spiritual support",11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,11:00 AM - 20:00 PM,Closed,Closed
